Age,Pace,Shooting,Passing,Dribbling,Defending,Physical,Ability,Potential
22,66,68,63,86,76,81,2.7,4.3
25,75,65,79,80,65,80,3.4,3.2
22,65,74,68,70,70,79,4.6,3.2
34,75,58,73,79,59,83,3.5,2.3
31,82,63,75,91,69,81,3.7,2.7
23,84,67,68,84,66,89,4.2,2.9
32,67,87,63,75,52,90,3.6,3.9
28,71,88,71,83,78,84,3.4,3.1
28,85,70,83,75,64,75,3.5,2.1
24,87,87,68,91,67,82,3.1,4.6
20,87,78,79,78,72,86,3.1,4.8
22,83,69,64,72,45,90,4.5,4.9
30,86,70,85,87,46,79,3.5,2.4
25,67,76,85,75,59,75,3.0,4.3
20,85,77,85,76,68,85,4.5,3.0
36,77,68,81,91,65,74,3.3,4.9
18,65,88,67,87,53,76,2.8,2.1
33,80,79,78,85,58,79,3.3,4.5
23,77,63,76,75,61,76,4.6,3.5
27,71,59,66,72,65,87,3.5,3.4
18,73,64,79,82,68,88,2.6,3.7
30,79,61,63,84,46,76,3.2,3.5
23,70,69,64,71,73,82,3.1,3.5
21,64,67,83,84,56,90,3.3,2.9
25,85,65,82,90,54,80,3.9,2.1
30,80,74,72,90,60,80,4.1,2.5
36,84,84,73,67,75,86,2.6,4.7
34,77,82,66,67,58,79,3.4,3.8
22,90,83,70,89,76,78,3.7,2.9
21,67,63,84,69,50,88,4.2,4.4
18,78,67,69,82,48,90,3.9,3.5
31,73,85,79,73,65,89,3.8,2.1
33,82,87,61,71,45,83,3.1,3.0
31,62,72,75,68,60,85,4.0,3.9
22,89,68,71,89,56,87,2.6,4.4
33,75,80,63,72,58,77,2.7,3.0
26,85,62,68,70,57,88,3.7,3.8
25,91,85,79,76,74,85,4.5,4.9
18,77,77,66,71,65,83,4.4,3.2
24,76,59,60,77,56,75,3.9,4.0
18,68,80,80,73,77,80,3.4,3.7
34,78,72,81,68,48,84,2.7,4.1
29,92,67,77,92,53,90,2.5,4.1
24,80,85,69,80,49,88,3.5,2.0
29,74,81,75,69,77,85,2.8,4.3
27,78,74,81,88,58,90,4.4,4.8
30,80,84,66,78,63,80,2.7,3.1
30,72,67,83,77,62,78,2.6,3.6
32,71,84,83,70,70,83,2.6,2.8
23,62,61,78,85,67,78,3.2,2.5
19,67,83,77,82,65,78,4.3,2.4
32,91,83,63,85,64,76,3.4,4.8
30,91,87,76,73,65,83,3.0,4.0
22,79,70,68,71,65,80,4.6,3.0
30,78,73,78,76,56,75,3.3,4.8
30,72,76,74,77,68,87,4.5,2.7
21,92,59,64,73,70,89,4.5,4.5
30,88,71,78,77,70,90,4.4,3.2
36,92,58,85,86,65,79,3.2,2.1
30,85,61,84,69,58,79,3.7,3.0
24,68,85,79,85,61,85,4.3,3.7
23,67,79,79,80,50,74,4.3,4.3
20,66,70,72,92,56,84,2.9,4.5
22,73,77,70,84,66,86,3.9,2.6
18,86,80,78,89,61,82,4.0,4.5
29,89,84,66,78,57,76,3.4,4.5
27,92,73,68,81,77,79,3.7,3.2
24,78,79,85,80,78,86,3.6,4.8
26,66,74,65,80,47,74,2.6,3.2
18,89,76,70,91,73,89,4.6,3.0
28,84,61,83,67,50,90,3.6,3.1
28,74,80,72,86,49,78,4.0,4.2
30,89,75,83,90,54,76,3.4,3.1
32,71,62,77,71,48,89,4.3,4.3
21,70,87,77,86,58,76,2.5,4.2
26,78,74,84,68,66,80,3.1,3.4
28,85,60,69,86,78,77,3.8,2.1
19,80,84,64,83,55,86,4.2,4.5
21,67,61,71,90,72,84,2.7,2.1
35,73,77,69,67,75,77,2.7,2.3
30,77,87,76,85,50,90,4.0,3.1
18,63,85,83,73,62,81,4.2,4.0
22,80,69,62,72,73,90,2.9,3.0
20,65,88,68,69,45,83,4.4,4.6
31,63,65,64,79,70,88,3.2,4.8
19,65,70,83,82,52,78,3.5,4.9
29,87,75,68,87,73,83,3.1,3.5
28,84,78,74,82,69,89,3.5,3.2
29,73,73,63,87,69,75,4.3,3.7
35,88,63,66,86,79,80,4.6,3.2
35,76,73,75,82,59,82,3.3,3.0
21,90,66,68,70,46,81,4.0,4.5
23,64,65,67,73,55,74,4.0,2.4
20,92,59,61,78,45,81,4.2,4.5
36,65,61,76,70,48,87,4.3,2.4
21,89,84,63,84,59,81,3.4,4.8
33,86,78,70,71,47,80,3.4,3.0
25,77,69,79,76,52,84,3.2,4.2
28,81,78,80,88,80,88,3.1,2.1
36,65,87,62,74,62,79,4.2,4.1
26,73,72,64,77,77,84,4.2,2.9
31,65,65,70,78,47,75,3.0,2.2
35,92,84,71,83,56,87,3.0,3.9
33,87,74,80,86,49,81,3.3,3.4
24,77,75,84,84,50,80,3.6,2.2
34,81,84,80,75,78,78,3.5,4.3
31,89,82,81,89,49,82,4.1,3.3
19,87,77,65,91,59,75,3.8,3.4
35,87,76,60,81,59,88,2.5,3.3
22,84,63,75,70,73,88,3.5,3.2
36,67,75,65,82,52,87,3.8,4.2
26,85,73,73,67,57,88,3.3,2.1
27,70,76,82,75,75,86,4.3,4.2
21,70,68,80,68,68,89,3.8,2.1
31,92,67,72,69,80,74,4.5,3.7
30,71,87,71,71,69,81,3.7,4.7
33,68,58,77,84,48,74,3.7,2.8
28,91,81,64,70,76,77,4.5,2.8
27,75,75,78,87,78,79,4.4,3.8
21,71,66,60,72,47,82,3.1,2.7
31,74,77,62,80,72,85,3.3,3.9
21,72,78,62,72,74,78,4.2,4.0
29,89,82,76,82,66,81,4.2,3.9
21,61,69,63,83,66,77,4.0,2.6
32,85,86,75,67,46,74,2.9,3.9
23,70,86,81,68,59,76,3.3,3.0
19,61,82,67,84,66,90,2.8,2.7
24,79,80,63,78,56,83,2.5,4.9
23,92,88,83,67,74,85,4.3,4.5
34,82,64,84,71,72,78,2.6,2.5
36,64,80,84,85,71,74,3.6,3.2
25,67,66,67,75,48,82,2.8,2.2
32,68,59,75,78,70,82,4.2,3.3
28,76,61,84,79,52,80,2.8,3.7
36,64,83,62,72,57,89,3.0,4.6
20,91,66,64,89,76,75,3.9,4.3
28,86,80,80,80,47,87,3.4,4.7
23,62,80,68,72,60,75,3.8,3.9
28,68,62,79,80,77,79,3.8,3.8
32,90,64,60,88,46,84,4.4,4.0
23,85,58,76,74,73,76,3.1,3.5
34,66,60,71,89,80,89,3.9,4.1
23,90,76,81,75,62,79,3.8,2.3
20,73,65,77,89,74,84,3.8,4.0
35,72,62,82,72,62,88,3.4,3.6
33,75,67,79,71,51,76,4.2,3.4
19,85,81,77,81,67,89,2.7,4.4
28,77,86,84,76,56,81,4.2,4.7
25,84,66,77,86,55,79,2.8,4.7
35,64,72,71,91,61,80,4.0,3.5
19,86,65,84,71,72,77,4.0,2.3
26,72,75,85,85,75,83,4.0,4.0
36,65,73,70,85,76,76,3.1,4.2
28,62,75,62,90,79,85,3.6,3.8
24,88,70,83,67,79,74,2.8,4.1
29,89,81,61,69,54,88,3.9,2.9
19,75,80,62,85,59,76,4.3,4.3
35,90,83,74,73,55,86,2.7,4.0
24,81,63,85,80,56,75,3.2,3.1
26,90,62,61,89,46,80,2.8,2.1
20,74,82,78,89,61,82,4.4,2.9
23,71,85,69,91,46,74,4.3,4.8
32,73,84,79,69,60,79,4.3,3.2
22,84,65,77,78,76,87,4.2,2.8
23,71,61,60,92,71,79,3.2,3.6
26,76,61,72,76,69,81,3.6,3.0
35,62,61,78,81,56,74,2.8,3.2
22,73,87,68,86,77,89,3.2,4.2
36,92,81,60,74,79,78,4.6,4.2
18,89,79,64,69,58,81,3.0,2.7
26,67,68,84,71,53,77,3.8,2.2
20,86,75,65,67,67,86,3.8,4.7
22,92,68,70,75,51,88,2.7,4.6
32,63,62,83,85,48,79,4.4,3.6
31,73,84,69,73,75,88,4.3,3.4
27,92,61,75,68,49,89,2.7,2.3
26,73,81,81,85,75,84,3.5,2.6
27,82,68,69,92,61,75,3.6,4.0
19,85,72,80,71,45,82,4.5,3.4
34,84,62,67,92,57,83,3.9,3.6
20,91,75,74,81,62,89,2.8,2.9
28,63,76,80,70,63,82,4.0,3.6
24,86,59,66,71,57,78,3.9,2.2
23,70,76,85,76,56,88,2.9,4.6
31,69,86,85,77,67,76,4.5,2.1
26,75,64,69,82,68,88,3.1,2.5
29,66,70,76,86,61,84,2.7,3.8
24,68,75,75,68,48,77,3.7,3.8
36,63,79,70,69,61,81,3.9,2.5
26,83,70,72,85,78,90,3.8,2.9
19,66,67,78,76,54,89,3.5,3.7
33,81,69,60,68,70,89,3.6,4.7
30,65,79,69,75,45,89,3.1,3.5
21,89,70,60,83,60,83,3.5,3.0
18,92,67,74,85,57,81,4.6,3.4
27,70,73,79,68,59,86,3.0,3.1
32,91,74,76,69,63,78,3.5,4.1
31,83,85,84,67,73,89,2.6,4.8
18,86,82,75,71,73,84,3.7,4.1
28,71,66,81,82,79,78,3.7,2.7
28,90,75,66,88,73,82,3.2,4.1
24,79,81,78,70,50,74,3.8,3.8
23,75,78,82,87,69,83,2.9,2.2
29,69,59,74,79,64,90,2.5,4.0
23,66,84,71,84,59,77,3.9,3.3
23,61,63,61,72,56,86,4.1,3.2
20,63,73,64,69,51,77,2.5,2.6
31,91,61,84,92,65,89,2.9,2.3
33,91,72,84,72,79,77,3.3,4.1
19,85,88,70,73,53,85,3.5,2.8
32,84,77,81,87,74,76,3.2,3.9
22,86,74,61,90,55,74,3.2,2.3
29,70,59,64,77,75,79,3.1,2.8
23,64,87,72,87,78,84,3.1,2.0
18,88,71,71,69,79,80,3.8,4.1
25,87,64,75,74,51,85,2.8,2.1
26,74,66,68,80,47,74,3.1,3.6
29,73,86,79,68,68,77,2.9,4.5
29,92,87,68,82,73,80,2.8,4.8
19,81,88,81,73,76,81,3.0,3.4
22,82,87,82,79,79,90,3.5,2.9
34,79,66,63,91,54,79,4.1,2.7
20,78,72,73,87,57,82,2.8,4.3
35,72,84,82,67,45,83,3.5,4.7
20,77,66,83,70,80,75,3.5,2.9
25,87,82,69,67,70,90,3.9,4.1
33,92,65,80,89,60,90,2.7,3.3
29,67,75,71,92,71,89,2.6,3.3
27,61,63,73,79,65,78,4.2,4.2
36,82,59,67,90,49,77,4.3,2.6
26,67,65,69,70,45,77,4.2,3.7
18,90,61,71,85,58,74,3.4,3.4
33,85,77,65,85,60,81,2.8,2.9
31,70,75,63,71,51,75,3.5,3.3
25,91,62,69,76,73,79,3.2,3.2
26,89,70,84,69,49,74,3.9,3.5
18,63,84,75,81,54,83,3.9,2.7
26,84,67,85,73,79,87,3.6,3.8
19,70,82,72,90,59,89,4.0,4.5
30,80,86,70,78,61,81,2.8,3.3
28,66,79,84,73,59,84,4.4,3.8
30,72,73,60,74,78,86,4.3,4.5
28,80,70,84,69,57,74,3.1,2.7
35,63,66,73,84,76,89,4.0,3.1
32,67,72,74,91,77,85,3.2,4.2
36,65,67,83,67,71,79,3.9,2.0
30,86,69,65,68,65,83,3.0,3.8
21,71,75,61,83,51,89,2.9,2.2
32,76,86,62,85,80,86,2.8,2.2
19,84,59,84,74,70,81,2.8,3.1
35,67,62,81,73,51,75,4.0,3.6
34,74,85,64,77,50,84,2.5,3.6
35,64,70,84,73,73,77,4.4,3.2
29,62,86,73,85,67,90,3.5,4.3
22,83,81,70,82,74,77,3.0,3.2
28,72,82,83,74,64,81,3.8,4.1
24,84,82,83,70,50,90,2.8,4.3
33,71,59,71,76,75,86,4.3,4.0
21,65,61,76,89,78,75,4.5,4.8
33,71,81,67,89,60,82,2.6,4.6
28,78,68,61,79,59,75,2.8,4.0
18,87,67,61,84,79,90,3.8,3.3
32,81,72,61,77,67,79,4.1,3.1
35,65,65,63,86,62,80,3.2,4.0
19,68,83,78,88,74,78,2.5,4.2
20,79,60,77,88,76,81,3.6,3.3
29,67,72,68,79,68,87,3.7,2.2
24,72,74,70,77,60,79,2.9,4.0
24,75,59,78,85,64,89,3.8,3.4
23,77,65,84,78,68,79,4.0,2.8
22,63,67,85,80,57,75,4.0,4.4
23,75,83,85,76,68,80,2.6,3.0
32,87,66,84,78,69,86,2.8,4.3
27,77,77,77,83,77,83,4.6,2.8
28,92,62,79,84,51,87,3.9,3.8
30,80,75,78,92,50,87,4.1,2.1
25,80,87,68,78,58,86,4.3,2.2
30,77,87,64,77,77,89,4.0,4.1
21,66,59,82,82,47,77,3.8,4.3
33,77,74,84,79,46,81,3.9,2.0
34,79,74,70,70,80,85,3.1,3.5
33,79,64,65,67,63,83,3.6,2.2
20,67,73,65,74,69,75,4.2,2.0
22,82,72,70,68,74,76,2.6,2.9
19,61,64,63,69,60,87,4.1,4.5
20,72,73,75,72,61,74,2.9,2.9
21,83,73,64,75,61,75,3.6,2.8
24,69,82,72,91,79,77,4.4,2.0
25,84,62,63,81,79,83,2.7,2.6
25,80,59,63,86,47,90,3.1,2.8
27,92,58,78,80,73,76,3.7,4.1
30,87,86,72,92,71,74,2.9,2.3
26,77,72,73,74,60,74,4.6,3.4
25,87,86,79,73,55,90,4.5,3.7
32,87,78,63,90,72,78,3.7,4.0
31,64,72,65,68,63,77,3.2,3.1
24,77,62,61,76,55,80,3.0,4.5
24,75,76,64,71,68,78,3.1,2.7
23,74,64,69,80,63,86,3.1,4.2
28,74,59,72,83,50,81,4.1,3.9
24,72,87,63,80,74,78,3.4,2.4
25,78,63,76,76,65,79,4.2,3.3
31,67,62,75,75,79,75,4.5,3.9
33,80,76,76,69,46,74,2.7,4.0
31,87,69,62,88,52,79,2.7,4.5
29,84,69,75,86,66,85,4.6,3.0
22,62,82,69,68,45,74,3.0,3.6
36,63,60,70,92,57,86,3.4,2.4
19,81,79,72,85,61,74,2.6,3.9
31,63,71,61,73,52,85,3.9,2.8
20,81,86,66,77,65,85,3.2,3.4
29,68,67,71,75,76,83,4.3,3.3
25,62,72,61,77,46,77,3.7,4.8
24,83,83,70,76,66,84,2.9,4.3
35,76,80,82,70,58,80,3.5,4.3
19,75,71,84,90,55,78,4.6,4.7
34,77,70,66,76,63,76,4.4,2.1
27,80,82,67,79,76,82,3.7,2.3
20,67,59,72,70,58,79,3.7,2.9
36,66,75,73,81,71,89,2.8,2.3
25,62,62,67,81,73,82,3.5,4.3
19,69,85,64,67,79,79,2.6,4.6
26,90,58,60,91,71,81,3.5,2.6
35,71,58,82,81,80,90,4.4,3.4
32,61,88,74,77,74,75,3.0,3.8
20,92,73,80,77,54,88,2.8,2.1
30,83,85,74,88,65,76,2.7,2.1
23,91,80,81,77,60,81,3.7,4.0
35,65,58,70,88,69,85,4.3,3.5
25,74,88,77,85,68,79,2.8,3.1
22,76,65,60,68,48,90,2.9,4.1
28,87,77,73,69,65,78,4.1,4.7
32,88,59,66,91,69,76,3.8,3.1
32,77,79,62,81,73,75,4.5,4.8
23,82,83,60,87,62,81,4.0,4.5
21,61,77,61,83,53,82,3.5,2.2
29,87,86,82,83,51,75,2.6,2.9
25,78,75,64,67,68,90,4.6,3.9
36,64,58,67,85,72,83,3.0,4.5
19,77,74,70,75,79,86,4.6,4.4
22,79,84,62,89,55,74,3.2,4.7
25,89,85,85,80,62,83,4.6,4.4
21,86,73,75,86,78,83,3.2,4.5
29,74,64,62,82,75,87,3.5,3.5
32,81,60,62,80,69,82,2.6,3.5
25,61,59,82,88,72,75,4.5,3.7
19,75,66,81,83,57,80,3.9,4.6
31,69,84,76,70,67,78,3.9,4.1
20,88,77,60,67,69,85,3.0,2.8
24,74,86,84,82,50,81,2.7,3.6
28,67,58,71,78,80,77,3.5,3.0
19,72,75,60,89,69,75,4.5,3.3
20,79,67,67,69,60,87,3.0,3.8
34,61,62,65,91,77,75,2.7,3.8
33,68,76,78,68,70,79,3.7,2.0
21,80,63,73,86,70,75,3.2,3.4
18,70,80,66,68,54,86,4.1,3.7
20,85,75,73,74,46,77,3.8,4.8
35,81,72,75,83,74,89,3.4,2.7
19,74,67,70,80,50,84,4.2,3.7
34,82,84,67,74,59,78,3.1,2.8
29,86,85,63,85,78,86,3.5,3.9
35,75,61,83,76,61,78,3.6,4.7
34,77,68,74,86,77,86,3.4,3.0
35,84,70,82,72,59,87,3.0,4.5
31,67,67,68,86,73,81,4.1,4.2
28,87,62,75,74,58,85,3.2,3.1
22,65,60,83,81,75,85,3.8,2.8
34,64,58,85,90,72,81,3.8,4.0
33,77,72,75,83,71,90,3.0,2.1
33,66,84,80,74,47,80,3.3,2.2
18,79,69,62,91,69,86,3.7,2.9
23,61,67,71,76,76,76,2.7,2.7
24,82,61,75,76,69,89,4.2,4.4
36,78,60,78,89,66,87,2.9,3.2
27,80,88,66,78,66,88,4.5,3.8
29,75,72,85,77,79,85,3.1,4.2
28,91,84,71,81,76,88,2.8,3.5
25,90,66,66,89,78,75,2.9,3.6
24,91,66,74,84,78,85,4.2,2.6
28,67,65,75,77,53,76,3.5,2.1
22,86,83,61,74,62,83,3.7,3.2
26,61,80,60,67,69,82,2.8,3.7
27,82,79,79,73,57,87,4.0,4.6
36,76,74,78,78,60,80,2.6,3.6
31,80,58,83,70,75,80,3.7,4.3
36,85,84,76,70,68,75,4.0,2.9
25,87,75,79,73,77,74,3.9,2.9
24,81,88,80,71,51,86,4.3,2.5
19,78,77,69,80,68,90,4.0,4.8
19,69,64,83,81,78,82,3.9,4.5
18,78,74,63,81,58,81,3.5,2.2
34,88,74,83,72,73,76,2.6,3.4
28,61,85,77,83,66,90,3.8,2.7
33,77,85,68,83,49,86,3.1,2.1
19,84,86,83,70,79,80,4.2,2.8
31,89,66,84,91,52,74,4.5,2.9
26,83,58,68,75,54,85,4.0,3.6
27,69,70,61,86,47,79,4.4,4.6
20,84,64,61,85,49,79,3.7,3.8
24,64,60,82,90,70,87,4.5,2.2
23,64,88,66,87,56,86,2.6,4.1
20,79,74,79,89,74,80,4.1,4.7
20,82,86,84,69,79,78,3.8,3.5
36,77,59,65,80,59,88,4.0,2.9
18,68,86,84,83,73,75,3.3,2.3
27,66,59,63,74,45,87,4.6,3.5
21,75,62,65,92,57,78,4.4,4.7
33,87,87,83,78,54,83,4.6,3.4
25,64,65,67,67,50,87,2.9,2.3
29,65,60,67,70,75,83,3.3,3.3
32,92,71,67,79,59,77,4.1,4.8
28,91,67,64,83,76,79,4.3,3.3
27,83,67,84,71,77,82,3.0,2.6
26,92,58,68,80,58,89,3.8,3.0
36,70,83,78,84,70,80,4.5,3.3
24,89,68,61,71,75,77,3.3,4.6
34,71,76,68,91,48,78,3.5,4.2
28,85,84,83,72,66,84,2.7,3.5
23,80,86,69,84,52,90,2.6,4.7
22,66,85,66,90,54,90,4.1,4.3
20,84,69,75,79,68,78,4.1,3.0
19,90,59,64,75,70,76,2.6,3.3
33,89,80,81,80,80,75,4.5,4.8
35,81,88,77,84,55,75,2.8,3.0
24,61,67,81,82,76,85,4.5,2.7
35,89,81,84,85,77,90,4.0,3.4
32,72,76,63,85,76,84,3.1,4.8
31,81,76,67,69,49,84,4.3,3.2
30,63,88,74,87,71,75,3.2,2.9
30,69,82,63,72,47,90,3.7,2.2
25,89,78,68,89,56,89,3.7,4.7
31,66,75,80,78,60,77,3.4,2.3
23,74,80,80,84,71,88,3.1,2.2
20,67,61,83,89,78,77,3.5,2.1
33,62,73,71,89,67,89,2.6,4.6
35,74,70,82,70,53,79,2.6,4.3
20,77,83,80,82,52,74,3.1,3.4
27,91,75,84,88,53,77,3.9,2.6
19,82,80,64,88,60,88,3.8,4.0
24,68,65,65,88,70,90,2.7,4.6
36,80,75,81,85,61,87,4.3,2.7
22,63,81,85,74,69,80,3.8,4.4
27,90,86,67,77,45,76,3.5,4.9
26,62,70,67,76,61,77,2.9,3.9
30,72,71,82,71,48,89,4.5,4.0
23,82,77,69,69,46,83,3.2,2.0
36,62,83,83,75,51,74,3.6,2.9
30,79,58,76,72,64,84,4.5,2.6
36,80,78,66,67,54,80,2.8,2.7
31,65,77,82,67,80,77,3.0,4.3
29,84,80,61,76,66,88,4.5,2.9
18,80,80,82,79,56,83,4.0,2.4
32,73,65,63,90,70,78,3.1,2.8
27,74,73,66,84,72,86,3.1,3.0
25,63,68,75,92,52,90,2.5,2.2
35,92,71,84,67,66,83,3.0,2.5
22,67,70,76,69,65,82,3.2,2.6
27,70,71,81,91,54,88,3.1,4.2
36,77,60,77,89,53,78,3.5,3.0
33,88,63,66,70,77,81,2.7,2.3
34,89,58,72,86,79,81,3.7,3.2
18,84,76,74,74,45,84,4.0,4.3
27,65,82,68,81,71,80,3.7,3.3
32,77,60,72,84,78,85,4.5,3.8
30,74,80,74,75,54,76,4.4,3.1
21,64,72,60,76,52,80,2.5,4.3
20,92,58,71,74,47,82,4.1,4.0
33,92,61,82,87,64,77,3.9,2.1
32,86,74,68,78,70,88,4.0,3.5
27,88,84,78,92,61,83,3.6,2.9
22,71,80,67,84,51,84,3.9,4.6
34,63,79,71,75,52,89,3.4,4.6
25,83,62,61,84,57,77,4.0,3.8
19,91,58,82,69,67,80,4.4,4.8
33,82,64,83,67,61,76,4.2,2.7
35,62,76,76,80,78,85,3.9,2.9
22,87,74,76,92,65,75,3.5,2.6
35,66,59,71,81,80,75,4.2,2.7
22,67,82,69,85,72,85,3.8,4.9
28,69,59,85,68,60,76,3.5,2.0
18,74,79,60,78,72,81,2.8,4.4
19,84,82,70,81,64,89,4.0,2.8
36,69,66,61,76,68,86,2.8,2.3
32,70,64,70,89,73,86,2.5,4.2
24,78,68,69,77,75,87,3.5,3.7
29,76,88,65,84,75,90,3.2,4.7
29,85,79,78,91,63,80,4.1,3.1
27,91,64,74,74,69,78,2.8,3.7
35,73,67,62,91,56,84,3.8,3.5
30,81,69,72,69,68,78,4.3,2.7
28,85,85,72,75,46,82,3.4,2.8
21,90,64,85,77,46,90,4.3,4.8
32,62,78,81,80,74,81,4.5,3.4
36,89,66,74,86,55,76,3.3,4.4
18,91,72,71,78,77,76,4.3,3.0
25,71,64,72,80,77,90,2.6,3.5
27,76,86,83,92,63,78,4.4,4.0
35,72,86,66,81,62,89,2.7,2.6
33,67,84,85,79,73,80,3.9,3.7
29,76,65,82,82,51,77,2.6,4.7
36,61,58,77,91,72,86,4.5,2.9
18,81,79,75,90,48,77,4.5,3.4
21,78,76,60,88,66,85,3.6,3.5
29,86,79,69,67,55,78,4.6,4.4
22,85,88,71,84,63,80,4.2,2.7
24,64,79,63,75,62,87,3.3,2.4
18,75,73,76,82,76,74,3.7,4.6
24,80,58,67,82,71,74,4.0,4.0
36,61,67,69,91,55,87,4.5,4.0
36,84,88,79,90,64,84,3.2,3.0
25,65,84,72,74,68,90,3.5,2.3
32,88,80,69,89,70,82,3.4,3.2
28,80,80,71,68,71,88,4.3,4.8
23,91,73,67,72,77,76,4.0,4.6
36,87,70,76,91,63,85,2.9,2.5
34,70,64,70,70,58,77,3.9,4.4
19,88,70,85,79,79,75,3.5,3.0
27,89,66,70,75,66,79,2.7,2.7
32,65,63,71,81,76,75,4.0,2.5
31,89,66,78,76,67,88,4.4,3.6
20,68,76,61,91,64,81,4.3,3.1
27,65,87,80,83,62,90,2.6,3.7
35,88,82,75,89,57,74,3.4,2.0
26,66,67,80,75,57,88,2.8,3.6
30,61,81,63,89,46,87,3.9,4.2
18,71,78,80,80,58,88,3.9,4.1
20,64,73,60,88,61,89,3.3,4.5
20,91,82,68,67,63,79,4.3,2.2
35,88,69,85,76,58,81,2.8,4.1
28,82,71,63,68,54,77,3.0,2.5
30,76,77,60,90,69,82,3.9,4.9
31,64,69,71,78,59,87,2.6,2.7
29,69,60,67,82,67,80,4.2,2.5
23,81,74,79,79,58,90,2.8,3.3
32,88,58,79,83,47,74,2.5,4.4
21,73,79,60,68,54,77,3.8,3.1
27,61,77,81,88,47,89,3.2,3.1
23,66,62,66,80,49,81,4.2,2.6
34,68,75,69,88,54,80,3.7,4.3
23,73,61,77,85,65,87,3.0,4.2
22,84,59,84,86,68,89,4.1,2.5
33,71,82,80,68,56,88,4.1,4.1
24,64,84,65,88,61,89,4.1,2.9
23,88,69,79,74,47,83,3.0,4.2
34,76,84,64,75,68,90,4.2,3.6
27,75,70,77,84,56,89,3.0,3.2
29,74,62,62,91,57,77,3.9,3.5
34,89,80,72,92,55,81,2.7,4.7
30,76,70,72,72,63,82,3.1,3.6
21,86,74,78,69,71,82,2.7,2.2
34,76,60,76,83,58,81,4.4,4.2
20,77,58,60,67,48,79,4.5,3.2
20,66,61,74,82,75,76,3.8,4.0
22,81,86,75,82,56,76,3.4,2.8
23,85,73,68,74,53,90,2.7,3.7
32,77,73,77,90,77,84,3.4,2.5
23,82,75,77,80,69,79,4.3,3.1
23,82,85,68,81,55,89,3.7,3.3
33,91,77,83,83,70,81,3.9,4.7
18,90,83,84,79,51,77,3.2,2.8
22,72,70,79,70,54,74,3.7,2.2
18,80,83,85,78,64,89,4.2,4.2
19,78,82,63,85,50,74,2.5,3.5
34,84,67,79,82,50,76,4.4,4.2
30,92,73,84,74,50,89,3.3,3.0
23,78,85,71,74,51,90,4.1,3.6
19,64,65,67,78,59,84,4.4,4.6
21,70,73,78,85,70,75,3.8,2.8
36,85,58,69,78,66,82,3.3,4.8
19,78,87,75,88,56,76,3.3,4.6
25,61,78,77,80,45,87,4.2,2.4
27,71,70,78,81,71,86,2.7,3.1
34,66,73,80,91,58,76,3.9,3.3
30,82,79,67,81,80,81,3.9,2.6
18,73,87,82,89,54,88,3.3,4.2
35,82,81,68,83,47,82,3.1,4.1
18,80,72,73,75,71,79,4.4,3.9
30,67,76,80,90,69,75,4.1,4.9
21,74,70,83,89,45,86,2.7,3.0
25,69,74,83,80,80,79,3.9,2.1
27,79,68,73,82,80,89,3.0,4.7
27,70,64,79,75,65,84,2.6,4.2
34,64,63,65,86,79,81,2.6,2.8
23,84,63,65,84,55,80,3.6,2.7
28,71,65,82,71,55,86,3.5,2.5
25,86,87,69,82,47,88,3.1,2.1
32,68,79,65,92,58,87,2.7,3.6
27,83,60,80,91,54,80,2.9,2.9
31,87,87,81,89,65,86,3.9,3.7
19,69,83,83,83,70,74,3.9,2.2
19,83,59,80,74,75,75,4.6,4.2
21,75,69,63,89,47,82,4.6,2.6
25,68,73,80,79,51,74,3.1,2.9
34,78,77,84,78,66,81,3.6,3.2
33,83,82,70,73,70,89,3.3,4.7
31,80,85,76,73,58,81,2.7,3.2
26,84,73,83,88,74,81,4.4,3.1
28,73,84,77,79,63,90,3.3,3.0
25,74,80,70,79,62,80,3.6,4.9
35,82,85,75,86,49,88,2.8,3.5
18,82,78,78,83,53,84,4.1,2.9
18,84,59,79,77,60,79,4.6,3.4
27,71,66,81,82,70,89,3.2,4.7
28,62,58,62,67,76,75,3.4,3.3
30,83,75,74,68,77,76,4.3,3.0
35,90,67,70,70,78,89,3.6,2.9
32,83,87,75,86,73,86,3.8,2.8
27,67,85,85,90,54,89,3.1,2.5
20,76,78,80,92,51,86,2.6,4.3
31,74,85,83,70,71,77,3.0,2.1
24,77,61,79,90,56,83,4.1,3.3
35,73,67,83,72,79,82,3.4,3.7
25,82,74,67,78,57,79,2.6,3.4
22,74,58,84,83,58,90,4.5,3.0
33,63,68,60,80,79,87,4.1,2.4
34,65,71,76,77,59,80,3.4,2.3
31,88,86,61,67,74,76,3.5,2.1
25,84,76,64,71,62,80,3.1,4.3
23,76,68,72,69,46,86,3.2,4.1
32,80,67,77,70,66,90,4.5,3.5
23,72,59,61,68,56,78,2.6,3.5
24,61,86,72,74,45,88,3.5,2.4
22,66,68,60,80,71,82,2.9,3.5
34,63,88,75,88,63,87,3.7,4.6
31,83,63,84,80,63,77,3.4,4.2
34,75,66,71,73,76,76,2.9,4.7
32,62,80,61,78,51,90,3.4,3.6
22,61,73,82,87,71,84,2.9,2.8
25,87,71,65,67,57,76,3.5,2.7
23,73,86,66,72,45,89,2.8,2.3
18,65,70,68,77,73,76,4.1,2.0
21,79,81,69,92,70,83,3.9,2.9
18,78,63,62,82,72,87,4.1,3.2
